lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,actual,predicted,residual,abs_error,severity
11.0,2.0,4116.0,573.0,357.0,8.18,23.35,112691.0,58567.0,1.8,2.2,2.2,0.0,1.0,32.14,33.53,284.63,568.06,1.5,256.0,1075701.0,64.0,68.64885646113432,-4.648856461134315,4.648856461134315,high
32.0,45.0,1301.0,218.0,291.0,2.0,2.0,582646.0,151253.0,16.97,33.53,38.12,14.77,23.35,3.59,5.79,173.25,168.46,3.2,189.0,1809574.0,74.0,83.55212465287542,-9.55212465287542,9.55212465287542,severe
34.0,17.0,5783.0,194.0,164.0,5.4,15.8,204070.0,43945.0,9.8,25.8,75.8,165.2,3.4,23.6,36.8,233.4,433.2,2.0,168.0,1011917.0,77.0,70.48897417408874,6.511025825911261,6.511025825911261,severe
30.0,25.0,1951.0,86.0,132.0,1.2,1.6,70927.0,44956.0,0.0,0.0,0.0,0.0,0.2,14.4,22.0,86.6,156.8,1.8,3293.0,1761960.0,81.0,87.63265353263826,-6.632653532638258,6.632653532638258,severe
3.0,1.0,575.0,81.0,44.0,1.8,1.6,59646.0,5592.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,106.4,160.6,2.4,593.0,1710902.0,95.0,91.86004304401536,3.139956955984644,3.139956955984644,high
17.0,8.0,2515.0,293.0,132.0,2.2,2.2,513694.0,197703.0,0.8,0.8,0.8,0.0,1.0,7.39,9.18,134.33,257.49,1.2,441.0,1017961.0,82.0,85.07573378950913,-3.0757337895091297,3.0757337895091297,high
39.0,55.0,478.0,79.0,65.0,0.8,0.8,18849.0,12080.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,66.47,64.67,2.6,807.0,1750812.0,88.0,92.04082159306952,-4.0408215930695235,4.0408215930695235,high
30.0,43.0,3816.0,139.0,157.0,0.6,3.2,47471.0,329880.0,0.2,0.2,0.2,0.0,0.2,12.0,12.6,24.6,70.4,2.4,2097.0,993981.0,87.0,89.76134269725277,-2.761342697252772,2.761342697252772,high
7.0,2.0,2715.0,185.0,94.0,0.6,2.8,178325.0,182757.0,0.8,1.0,1.0,0.0,0.4,2.8,2.8,48.4,117.0,3.6,370.0,1331888.0,94.0,89.99275557783223,4.007244422167773,4.007244422167773,high
4.0,0.0,2822.0,248.0,157.0,0.4,0.4,293231.0,118889.0,0.0,0.0,0.0,0.0,0.0,4.61,4.61,34.87,116.23,3.2,624.0,1083872.0,92.0,88.9663737621746,3.033626237825402,3.033626237825402,high
19.0,28.0,183.0,19.0,17.0,0.2,0.2,22871.0,22611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,17.6,1.0,2667.0,1771702.0,94.0,96.71665520647747,-2.716655206477469,2.716655206477469,high
7.0,1.0,1933.0,220.0,109.0,4.18,4.38,726842.0,119979.0,0.0,0.0,0.0,0.0,0.0,8.17,12.55,269.92,374.5,5.8,7790.0,1856038.0,78.0,83.93015387653787,-5.930153876537872,5.930153876537872,severe
1.0,0.0,2370.0,216.0,165.0,0.6,2.59,91492.0,123945.0,3.59,5.79,5.79,0.0,0.0,11.78,15.57,25.55,60.68,1.5,285.0,1102248.0,86.0,89.1641115412729,-3.164111541272902,3.164111541272902,high
8.0,0.0,3585.0,214.0,137.0,1.8,3.4,138923.0,19446.0,0.0,0.0,0.0,0.0,0.2,36.6,36.6,151.2,333.4,1.5,725.0,966637.0,82.0,75.98521895994308,6.014781040056917,6.014781040056917,severe
47.0,29.0,1055.0,101.0,86.0,1.0,1.4,17622.0,26557.0,17.76,48.3,87.03,160.48,0.4,35.73,99.0,162.08,201.2,1.7,241.0,1066601.0,89.0,85.43746889621384,3.5625311037861565,3.5625311037861565,high
1.0,0.0,3438.0,398.0,213.0,0.6,1.8,1376248.0,345348.0,7.2,8.2,8.2,0.0,7.4,2.0,2.4,45.6,186.8,1.2,222.0,1019029.0,80.0,85.16763678392648,-5.167636783926483,5.167636783926483,high
5.0,0.0,3971.0,326.0,209.0,1.8,0.8,416863.0,78149.0,1.0,7.8,21.6,32.6,1.6,13.8,13.8,93.8,242.8,6.4,311.0,1316141.0,88.0,82.58319961025856,5.416800389741439,5.416800389741439,severe
6.0,0.0,2901.0,391.0,235.0,5.4,3.0,899023.0,23670.0,0.0,0.0,0.0,0.0,0.0,4.6,8.0,281.6,393.6,4.0,2988.0,1769106.0,77.0,81.02814400736037,-4.028144007360368,4.028144007360368,high
28.0,38.0,4703.0,234.0,187.0,2.6,0.8,63062.0,24504.0,0.8,0.8,0.8,0.0,1.0,1.6,2.0,132.0,292.8,1.0,185.0,1015110.0,86.0,81.802274902225,4.197725097775006,4.197725097775006,high
12.0,11.0,3773.0,229.0,154.0,0.2,0.2,161126.0,35443.0,2.59,3.99,3.99,0.0,0.2,5.19,7.98,116.97,199.4,2.0,257.0,998285.0,88.0,84.35827623084305,3.641723769156954,3.641723769156954,high
88.0,104.0,5849.0,473.0,441.0,8.4,16.0,241603.0,199394.0,7.4,13.6,28.4,33.2,0.0,8.8,11.8,337.8,560.2,1.0,153.0,1090811.0,62.0,67.1016777123371,-5.101677712337107,5.101677712337107,high
0.0,0.0,328.0,48.0,44.0,0.2,0.2,139217.0,9468.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,15.8,17.0,2.0,621.0,1758632.0,88.0,93.11697167056042,-5.116971670560417,5.116971670560417,high
7.0,0.0,273.0,62.0,32.0,0.2,0.2,115125.0,10672.0,0.0,0.0,0.0,0.0,0.0,25.25,46.09,15.83,64.73,1.4,1653.0,1774815.0,97.0,91.26059824552823,5.739401754471771,5.739401754471771,severe
31.0,18.0,2963.0,429.0,210.0,2.0,3.4,735011.0,735608.0,13.0,21.8,21.8,0.0,6.2,9.0,9.2,162.6,272.8,2.0,487.0,1038530.0,75.0,82.29338136731262,-7.2933813673126195,7.2933813673126195,severe
27.0,0.0,5461.0,176.0,115.0,6.4,18.4,107414.0,87502.0,1.8,18.4,44.2,65.6,0.0,40.0,40.6,231.2,515.6,3.4,134.0,1106838.0,77.0,69.01129705071621,7.988702949283791,7.988702949283791,severe
20.0,2.0,3229.0,197.0,115.0,4.8,5.2,270106.0,85338.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,253.8,443.8,3.8,1491.0,1547806.0,83.0,79.5172454112023,3.482754588797704,3.482754588797704,high
2.0,0.0,1962.0,118.0,103.0,1.0,1.0,42992.0,11098.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,80.8,108.2,3.2,1212.0,1723749.0,96.0,91.17913648896524,4.820863511034759,4.820863511034759,high
3.0,2.0,1346.0,76.0,63.0,0.8,1.0,87027.0,23039.0,0.0,0.0,0.0,0.0,0.2,47.0,47.0,46.8,161.4,3.0,1681.0,1008840.0,93.0,90.12607389659273,2.873926103407271,2.873926103407271,high
60.0,81.0,3927.0,314.0,176.0,2.2,4.6,296949.0,133548.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,147.2,260.4,3.4,582.0,1445262.0,85.0,80.57871071443707,4.421289285562935,4.421289285562935,high
40.0,50.0,2610.0,233.0,75.0,2.8,2.6,544046.0,24440.0,0.0,0.0,0.0,0.0,0.0,27.0,32.6,217.0,292.4,2.4,1310.0,1752834.0,80.0,83.90156421865619,-3.9015642186561905,3.9015642186561905,high
55.0,47.0,4025.0,596.0,497.0,9.4,6.6,657013.0,284435.0,2.8,7.6,15.4,47.4,3.2,2.0,2.2,425.4,823.2,2.0,279.0,1008312.0,69.0,65.37801543160715,3.621984568392847,3.621984568392847,high
13.0,4.0,2585.0,161.0,76.0,3.59,13.77,2104670.0,20704.0,18.16,102.2,232.93,574.65,2.0,100.4,187.62,244.31,482.63,2.2,185.0,1104053.0,67.0,73.08084405498725,-6.080844054987253,6.080844054987253,severe
18.0,13.0,7525.0,519.0,188.0,4.0,11.4,762806.0,71610.0,0.2,0.4,0.4,0.0,0.0,5.2,5.6,192.0,289.2,1.2,378.0,1009299.0,78.0,72.57175851556468,5.428241484435318,5.428241484435318,severe
14.0,1.0,2859.0,181.0,127.0,3.0,3.4,491868.0,266231.0,0.0,0.0,0.0,0.0,0.0,11.8,23.0,192.6,279.2,3.2,885.0,1540702.0,81.0,83.97763594878913,-2.9776359487891284,2.9776359487891284,high
1.0,0.0,789.0,116.0,122.0,0.2,0.2,5722.0,23842.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.8,128.4,1.5,1885.0,1075006.0,96.0,93.33357257082524,2.6664274291747603,2.6664274291747603,high
13.0,1.0,4636.0,573.0,532.0,9.78,7.39,315909.0,39256.0,2.4,2.79,2.79,0.0,1.0,1.8,3.99,497.01,734.33,6.8,268.0,1437071.0,71.0,67.18074416365941,3.819255836340588,3.819255836340588,high
8.0,1.0,3416.0,467.0,365.0,5.6,1.6,251705.0,69298.0,2.4,5.8,13.0,19.0,0.0,39.4,45.4,287.4,624.0,2.3,181.0,983189.0,77.0,69.58825920662447,7.411740793375529,7.411740793375529,severe
0.0,0.0,264.0,42.0,33.0,0.2,0.2,1016.0,10116.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,15.63,18.44,1.4,1374.0,1749756.0,98.0,94.73513633657265,3.2648636634273487,3.2648636634273487,high
58.0,38.0,6469.0,314.0,340.0,0.4,0.4,461409.0,283782.0,25.15,86.03,184.63,344.51,5.39,60.28,100.8,57.68,242.71,3.8,122.0,999623.0,72.0,75.59834253137933,-3.5983425313793305,3.5983425313793305,high
3.0,0.0,1889.0,275.0,175.0,1.2,1.4,1004117.0,381578.0,8.4,16.4,12.6,0.0,0.4,7.6,9.4,89.6,120.6,1.4,315.0,1020269.0,81.0,88.28196681799996,-7.281966817999958,7.281966817999958,severe
0.0,0.0,200.0,18.0,22.0,0.2,0.2,641.0,7160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,17.0,1.8,4133.0,1781096.0,94.0,96.74255038958009,-2.7425503895800887,2.7425503895800887,high
2.0,1.0,1832.0,216.0,139.0,0.4,1.8,12707.0,21307.0,0.0,0.0,0.0,0.0,0.4,5.41,5.41,103.01,115.63,3.8,406.0,1103627.0,93.0,88.83636415617111,4.163635843828885,4.163635843828885,high
9.0,6.0,1312.0,58.0,44.0,0.6,0.6,129917.0,8132.0,4.8,33.6,71.6,148.2,0.2,15.4,30.0,33.4,93.4,4.0,127.0,1527920.0,95.0,90.78975821402602,4.210241785973977,4.210241785973977,high
3.0,0.0,900.0,198.0,139.0,1.6,0.6,249554.0,1469273.0,0.0,0.0,0.0,0.0,0.0,21.6,42.0,85.6,117.2,1.6,5028.0,1828024.0,78.0,87.65250224251515,-9.652502242515155,9.652502242515155,severe
14.0,11.0,625.0,143.0,75.0,1.0,0.6,348717.0,175042.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,55.6,78.6,3.2,4625.0,1832802.0,89.0,92.90511088595426,-3.905110885954258,3.905110885954258,high
16.0,0.0,1404.0,131.0,100.0,3.4,4.0,71028.0,29572.0,8.0,45.6,99.0,317.2,0.2,20.6,82.8,128.6,208.6,1.5,145.0,1058082.0,84.0,86.62688039686786,-2.626880396867861,2.626880396867861,high
19.0,24.0,726.0,57.0,32.0,1.6,1.8,148958.0,4821.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,115.2,177.0,1.8,1695.0,1768030.0,88.0,91.22434413974442,-3.2243441397444172,3.2243441397444172,high
76.0,70.0,4243.0,291.0,210.0,2.0,0.6,233251.0,135677.0,1.8,8.0,15.0,26.6,0.0,8.8,20.4,100.0,176.6,4.2,154.0,1326290.0,90.0,83.1234126528193,6.876587347180703,6.876587347180703,severe
55.0,72.0,2012.0,153.0,120.0,0.8,2.4,26815.0,27304.0,0.0,0.0,0.0,0.0,0.0,3.0,3.2,58.8,57.0,2.2,1232.0,975296.0,89.0,91.65466481191933,-2.654664811919332,2.654664811919332,high
0.0,0.0,1022.0,224.0,68.0,0.2,0.2,330543.0,324797.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,18.8,17.8,3.4,1991.0,1764438.0,96.0,91.90662590490047,4.093374095099534,4.093374095099534,high
1.0,0.0,397.0,159.0,60.0,0.6,0.4,61210.0,20054.0,0.0,0.0,0.0,0.0,0.0,1.6,3.2,33.8,40.6,1.2,6170.0,1857019.0,97.0,93.96780536081451,3.032194639185491,3.032194639185491,high
58.0,73.0,1214.0,327.0,105.0,0.8,2.6,332602.0,24428.0,0.0,0.0,0.0,0.0,0.6,41.0,53.4,59.8,198.6,1.0,692.0,986238.0,91.0,88.31168406944785,2.6883159305521502,2.6883159305521502,high
7.0,4.0,2794.0,168.0,109.0,0.2,0.2,405323.0,185677.0,0.0,0.0,0.0,0.0,0.2,2.0,3.4,20.2,56.2,4.8,413.0,1596082.0,95.0,92.06100556590104,2.9389944340989587,2.9389944340989587,high
5.0,1.0,5492.0,267.0,175.0,1.0,1.39,249419.0,36634.0,0.0,0.0,0.0,0.0,0.6,5.38,6.37,85.46,135.66,1.0,548.0,1017288.0,81.0,84.77084642064862,-3.770846420648624,3.770846420648624,high
21.0,10.0,3047.0,445.0,208.0,6.21,7.21,654086.0,429810.0,0.0,0.0,0.0,0.0,0.0,60.32,68.74,332.87,648.3,1.6,1526.0,1037688.0,75.0,68.55859562951946,6.441404370480541,6.441404370480541,severe
2.0,0.0,426.0,38.0,30.0,2.2,2.2,78934.0,43817.0,0.0,0.0,0.0,0.0,0.0,4.2,5.8,190.2,177.6,1.0,2438.0,1796808.0,80.0,83.54103548678731,-3.541035486787308,3.541035486787308,high
20.0,14.0,1878.0,168.0,100.0,5.19,15.17,347685.0,38846.0,7.58,24.15,47.7,86.63,0.4,39.92,72.85,177.45,342.51,3.2,189.0,1105273.0,77.0,81.1423287145076,-4.142328714507599,4.142328714507599,high
40.0,11.0,3402.0,283.0,202.0,2.8,4.2,225184.0,28672.0,0.0,0.0,0.0,0.0,0.0,1.2,3.4,157.4,279.2,1.0,1025.0,1092723.0,86.0,82.90140013902402,3.0985998609759804,3.0985998609759804,high
5.0,1.0,2122.0,144.0,142.0,1.0,2.2,158643.0,53503.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,127.0,166.0,5.6,2202.0,1369078.0,91.0,88.22906425567291,2.7709357443270903,2.7709357443270903,high
9.0,4.0,639.0,48.0,45.0,1.2,1.6,188938.0,15125.0,0.0,0.0,0.0,0.0,0.0,8.0,15.6,56.2,259.6,2.0,6043.0,1855211.0,94.0,89.59840297242712,4.401597027572876,4.401597027572876,high
16.0,3.0,2012.0,154.0,151.0,2.2,4.0,104179.0,108236.0,0.0,0.0,0.0,0.0,0.0,4.6,9.8,199.4,196.2,3.2,1830.0,1531176.0,89.0,86.40532559046989,2.594674409530114,2.594674409530114,high
1.0,0.0,1755.0,156.0,129.0,0.8,0.8,15060.0,6223.0,0.0,0.0,0.0,0.0,0.0,1.6,2.6,52.6,83.8,2.2,336.0,1381960.0,95.0,90.94638719097496,4.05361280902504,4.05361280902504,high
22.0,30.0,239.0,24.0,32.0,0.2,0.2,16918.0,31674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,16.8,1.6,2179.0,1776491.0,90.0,93.22700911666954,-3.227009116669535,3.227009116669535,high
10.0,2.0,3731.0,321.0,257.0,1.4,1.2,479961.0,501134.0,8.0,37.0,97.4,772.4,0.0,52.6,103.2,139.0,168.2,2.6,275.0,1063549.0,72.0,79.82616069008145,-7.826160690081451,7.826160690081451,severe
5.0,2.0,3165.0,188.0,136.0,2.0,0.8,131842.0,6803.0,3.8,20.8,74.0,146.2,0.2,4.0,7.0,106.2,263.2,2.2,155.0,1381774.0,90.0,85.12534994028604,4.874650059713957,4.874650059713957,high
3.0,1.0,1651.0,162.0,121.0,0.2,0.2,40386.0,45588.0,5.39,11.38,17.56,31.74,0.0,6.99,9.58,222.36,98.6,1.0,154.0,966001.0,86.0,89.59548904054643,-3.5954890405464255,3.5954890405464255,high
19.0,12.0,1486.0,335.0,193.0,2.4,7.4,522139.0,153118.0,0.0,0.0,0.0,0.0,0.0,9.0,17.6,149.8,187.4,2.2,2970.0,1737266.0,82.0,85.7949874621451,-3.7949874621451016,3.7949874621451016,high
9.0,8.0,470.0,129.0,81.0,0.2,0.2,291365.0,51259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,28.8,1.2,1302.0,1760490.0,96.0,93.23803552933114,2.7619644706688575,2.7619644706688575,high
16.0,9.0,6172.0,372.0,208.0,1.4,4.2,341591.0,161886.0,0.0,0.0,0.0,0.0,0.0,15.4,27.6,101.0,198.4,3.8,4081.0,1343858.0,84.0,80.3659296758769,3.634070324123101,3.634070324123101,high
12.0,1.0,3494.0,331.0,375.0,3.21,1.8,118999.0,498678.0,0.0,0.0,0.0,0.0,0.4,20.24,20.64,170.14,334.87,2.8,687.0,1019367.0,74.0,76.75682316653862,-2.7568231665386236,2.7568231665386236,high
22.0,13.0,6880.0,491.0,395.0,7.0,12.8,215557.0,98816.0,4.4,15.4,23.8,23.6,0.0,7.6,15.0,316.4,572.6,1.8,159.0,1091131.0,61.0,66.7911646442505,-5.7911646442505,5.7911646442505,severe
6.0,2.0,1705.0,154.0,172.0,0.2,0.2,159052.0,60606.0,0.0,0.0,0.0,0.0,0.0,1.4,2.2,21.0,41.0,5.0,2027.0,1367739.0,96.0,92.28929720204411,3.7107027979558893,3.7107027979558893,high
25.0,34.0,3032.0,325.0,155.0,0.4,0.4,375978.0,40713.0,4.76,15.28,35.91,58.93,4.37,3.97,6.35,38.89,80.16,3.6,133.0,1725756.0,80.0,88.59714783662436,-8.597147836624359,8.597147836624359,severe
6.0,1.0,2961.0,458.0,401.0,2.4,0.8,260714.0,202105.0,2.61,3.01,3.01,0.0,0.8,0.2,0.2,133.07,193.79,2.7,217.0,1006899.0,87.0,83.8299464692607,3.1700535307392954,3.1700535307392954,high
8.0,2.0,3211.0,342.0,290.0,0.4,0.4,182187.0,136185.0,4.19,21.56,53.89,106.39,0.4,39.32,48.7,28.94,134.73,1.5,128.0,1044367.0,89.0,83.27682378005984,5.723176219940157,5.723176219940157,severe
12.0,1.0,3562.0,292.0,249.0,8.0,5.4,305047.0,77066.0,6.6,50.0,119.4,298.4,1.0,16.2,24.4,366.6,722.8,2.4,489.0,1053720.0,73.0,67.62081035790385,5.379189642096151,5.379189642096151,severe
29.0,2.0,5239.0,707.0,550.0,9.2,12.6,613648.0,72642.0,7.2,29.8,70.2,143.0,2.6,36.6,45.6,550.4,851.8,10.4,235.0,1284782.0,58.0,55.006303630980824,2.993696369019176,2.993696369019176,high
34.0,21.0,2783.0,251.0,178.0,3.99,2.79,329611.0,106187.0,0.0,0.0,0.0,0.0,0.0,33.13,43.91,201.8,461.28,4.0,8614.0,1367184.0,81.0,77.40775704649795,3.5922429535020513,3.5922429535020513,high
5.0,1.0,4983.0,316.0,333.0,3.0,5.6,253911.0,596257.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,176.6,251.8,1.4,826.0,994360.0,76.0,78.82339012848638,-2.8233901284863805,2.8233901284863805,high
4.0,2.0,2161.0,188.0,131.0,1.2,2.79,793638.0,47907.0,8.98,54.09,153.89,315.97,0.6,74.25,139.92,77.84,129.34,2.6,128.0,1099957.0,79.0,81.9162611370244,-2.9162611370244065,2.9162611370244065,high
5.0,1.0,1596.0,182.0,107.0,0.2,0.2,818686.0,79474.0,9.58,36.13,55.49,73.45,1.6,88.82,154.69,16.97,97.6,4.4,303.0,1328899.0,81.0,86.30350785690439,-5.303507856904389,5.303507856904389,severe
1.0,0.0,304.0,58.0,46.0,0.2,0.2,1397.0,10710.0,1.8,2.0,2.0,0.0,0.2,0.0,0.0,16.8,20.8,1.2,225.0,1759638.0,98.0,95.29942584215223,2.700574157847768,2.700574157847768,high
3.0,1.0,6994.0,554.0,242.0,1.2,1.6,1060802.0,495513.0,6.99,19.96,49.1,103.19,0.8,15.17,15.17,78.64,265.67,3.2,130.0,1008538.0,72.0,78.51354939825708,-6.513549398257084,6.513549398257084,severe
1.0,0.0,4463.0,204.0,149.0,0.2,0.2,38837.0,41409.0,0.0,0.0,0.0,0.0,0.0,44.31,44.51,15.77,64.87,1.0,2124.0,1110435.0,88.0,83.25790463344417,4.74209536655583,4.74209536655583,high
5.0,1.0,3648.0,213.0,117.0,2.8,3.0,316448.0,79611.0,0.0,0.0,0.0,0.0,0.0,25.4,25.8,238.8,290.8,3.0,3675.0,1402318.0,85.0,80.2525270407286,4.747472959271406,4.747472959271406,high
10.0,4.0,481.0,57.0,48.0,1.6,0.8,35708.0,35100.0,0.0,0.0,0.0,0.0,0.0,2.8,4.2,91.4,136.2,1.0,366.0,1742059.0,94.0,90.3821186116461,3.6178813883538936,3.6178813883538936,high
17.0,4.0,6199.0,483.0,104.0,11.02,36.27,202036.0,43309.0,11.42,46.89,111.22,782.77,0.4,10.82,11.82,550.5,896.39,1.0,133.0,1006331.0,67.0,56.9843130796219,10.015686920378101,10.015686920378101,severe
16.0,10.0,2937.0,369.0,199.0,1.6,1.4,301093.0,44564.0,4.8,34.6,85.6,153.2,1.2,16.6,30.6,91.6,317.0,1.5,141.0,1103562.0,78.0,82.23102665925919,-4.231026659259186,4.231026659259186,high
16.0,5.0,2809.0,284.0,101.0,1.0,0.8,59725.0,12710.0,0.0,0.0,0.0,0.0,0.0,28.8,29.0,46.4,240.4,4.2,7209.0,1379947.0,89.0,85.2449409604736,3.755059039526401,3.755059039526401,high
246.0,111.0,2597.0,224.0,193.0,4.0,6.8,441256.0,180505.0,14.0,37.8,60.0,142.2,3.0,49.4,73.0,258.4,495.2,2.0,221.0,1037286.0,69.0,74.49118539708532,-5.491185397085317,5.491185397085317,severe
60.0,31.0,6355.0,358.0,264.0,6.0,13.8,251366.0,242337.0,0.0,0.0,0.0,0.0,0.0,13.6,25.4,439.2,593.0,3.8,3155.0,1653723.0,62.0,67.38159913650159,-5.381599136501592,5.381599136501592,severe
8.0,0.0,1582.0,117.0,71.0,5.37,10.74,77856.0,17189.0,3.78,16.1,33.2,59.44,0.8,23.26,31.21,303.98,552.68,2.4,166.0,1057544.0,81.0,76.42445656566309,4.5755434343369075,4.5755434343369075,high
5.0,3.0,1507.0,196.0,146.0,1.4,2.4,355598.0,323470.0,23.4,44.6,44.2,0.0,0.2,9.8,18.8,80.0,147.6,2.8,594.0,1722392.0,82.0,88.52961716116128,-6.529617161161283,6.529617161161283,severe
1.0,0.0,461.0,59.0,38.0,0.2,0.2,21060.0,13045.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,15.97,21.96,2.0,988.0,1761753.0,88.0,92.37260213321156,-4.372602133211558,4.372602133211558,high
1.0,0.0,302.0,57.0,24.0,0.2,0.2,253775.0,4639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.03,17.03,1.8,489.0,1745791.0,92.0,94.90645980495087,-2.9064598049508703,2.9064598049508703,high
21.0,13.0,3825.0,177.0,157.0,0.6,0.6,133084.0,145454.0,0.0,0.0,0.0,0.0,1.0,11.2,14.2,46.0,68.6,3.4,566.0,1628328.0,92.0,89.37853425800223,2.621465741997767,2.621465741997767,high
11.0,4.0,4406.0,177.0,151.0,5.2,5.2,146325.0,6300.0,2.4,2.6,2.6,0.0,4.6,11.4,11.8,202.0,418.4,3.4,233.0,1447301.0,85.0,77.45683538386767,7.54316461613233,7.54316461613233,severe
13.0,12.0,1683.0,218.0,125.0,1.0,3.6,1328599.0,1260805.0,0.0,0.0,0.0,0.0,0.6,9.8,12.0,46.8,110.0,2.0,388.0,1015101.0,87.0,89.63915501952667,-2.639155019526669,2.639155019526669,high
12.0,11.0,322.0,104.0,41.0,0.2,0.2,226226.0,150259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,18.0,3.4,1417.0,1757259.0,98.0,95.14532889342439,2.8546711065756085,2.8546711065756085,high
4.0,0.0,4009.0,456.0,435.0,3.59,2.4,477322.0,429540.0,0.0,0.0,0.0,0.0,0.0,4.19,6.39,202.99,296.21,1.7,2480.0,997472.0,73.0,77.157363720286,-4.157363720286,4.157363720286,high
10.0,2.0,2981.0,190.0,107.0,1.0,2.0,670209.0,86240.0,16.0,119.4,233.4,460.0,0.4,62.6,108.8,75.0,367.8,5.6,137.0,1317451.0,78.0,74.97491489036001,3.0250851096399884,3.0250851096399884,high
12.0,0.0,3360.0,515.0,375.0,8.0,2.2,966822.0,60723.0,0.0,0.0,0.0,0.0,0.0,4.2,7.8,381.8,562.2,3.6,3182.0,1769629.0,69.0,75.27499749728919,-6.274997497289192,6.274997497289192,severe
37.0,7.0,4774.0,232.0,157.0,4.4,6.2,522823.0,107871.0,3.6,5.4,5.2,0.0,1.0,10.6,18.8,342.4,461.8,4.8,377.0,1527138.0,69.0,74.67750546413413,-5.6775054641341285,5.6775054641341285,severe
64.0,84.0,6784.0,279.0,244.0,2.2,2.0,360337.0,273583.0,19.36,45.51,73.65,97.41,2.0,18.56,28.74,125.55,230.94,2.0,139.0,1002892.0,75.0,78.62315060002993,-3.6231506000299305,3.6231506000299305,high
7.0,0.0,2989.0,154.0,122.0,2.0,5.61,181428.0,24702.0,10.22,23.45,95.19,232.67,2.0,4.61,28.66,83.77,255.11,1.0,134.0,1019537.0,80.0,83.35839726584888,-3.358397265848879,3.358397265848879,high
1.0,1.0,3845.0,192.0,125.0,0.4,0.4,93527.0,135304.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,34.0,61.4,7.5,1875.0,1005304.0,85.0,89.8529008635249,-4.852900863524894,4.852900863524894,high
15.0,0.0,4222.0,302.0,226.0,8.4,18.8,100520.0,35425.0,0.6,0.6,3.8,9.8,0.8,52.6,56.0,342.0,674.4,1.2,296.0,1082901.0,67.0,64.01382125950741,2.9861787404925906,2.9861787404925906,high
8.0,5.0,3281.0,366.0,155.0,2.99,4.78,389489.0,60828.0,6.77,27.89,130.68,296.81,1.59,92.23,92.63,146.41,414.54,2.2,115.0,1124140.0,79.0,75.05764156645517,3.9423584335448254,3.9423584335448254,high
6.0,1.0,4322.0,387.0,274.0,3.41,3.21,211938.0,119371.0,1.2,2.0,1.8,0.0,1.6,13.03,23.85,186.97,392.99,1.0,679.0,989015.0,81.0,77.99678131182696,3.0032186881730354,3.0032186881730354,high
2.0,0.0,814.0,64.0,74.0,2.4,3.0,288360.0,356713.0,41.8,78.6,78.6,0.0,0.0,1.4,1.4,186.4,194.4,2.0,370.0,2161779.0,82.0,85.53275692473882,-3.5327569247388197,3.5327569247388197,high
3.0,0.0,862.0,78.0,209.0,2.0,2.6,267700.0,63938.0,0.0,0.0,0.0,0.0,0.0,2.8,4.8,160.6,174.6,2.8,2242.0,1796314.0,80.0,84.21206039623533,-4.21206039623533,4.21206039623533,high
21.0,1.0,3336.0,598.0,572.0,3.0,2.0,587782.0,464470.0,0.0,0.0,0.0,0.0,0.0,2.4,3.0,138.8,219.0,1.8,509.0,1066181.0,85.0,82.22323849341468,2.7767615065853164,2.7767615065853164,high
3.0,0.0,2177.0,213.0,165.0,3.18,2.78,90658.0,81272.0,9.94,22.47,34.59,38.17,2.98,31.41,41.75,118.29,191.25,3.0,139.0,1093401.0,82.0,85.6297778302082,-3.629777830208198,3.629777830208198,high
53.0,69.0,7365.0,1077.0,636.0,3.6,1.8,71374.0,162978.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,167.6,288.4,2.4,567.0,1011078.0,67.0,74.24176423431618,-7.241764234316179,7.241764234316179,severe
1.0,0.0,1620.0,157.0,128.0,0.8,2.4,97142.0,30551.0,2.2,21.4,65.6,128.8,0.0,2.4,3.2,78.0,169.4,1.0,184.0,1054022.0,92.0,89.40516863995344,2.5948313600465553,2.5948313600465553,high
